,encoding,probabilities
242,"[[ -8.372524   -13.732396    -2.5881617  -17.976948   -12.424217
  -17.61652    -13.603766   -20.721024    -7.8170896  -17.3284
  -10.024388    -9.617605    -9.493183    -5.6272836  -15.861472
  -10.328456    32.068874   -16.933521    -8.028931   -12.255594
   -6.501134    -4.096697    -7.418827   -15.111366    -9.772679
   -5.4077315   -2.67195    -10.968351    -5.6469855   38.266994
  -10.80158    -17.295654    -4.7805896  -17.008837    -8.39083
  -16.017729   -17.419579   -17.078365   -11.092565    -4.8841753
  -17.834122    25.50351    -18.797432   -14.446233   -18.175285
  -10.095007   -13.498028   -10.831716   -17.55258     -6.7983246
   -7.9357805  -16.629232    -4.0653825  -16.48553    -11.271265
  -10.170646    -3.6458173   -0.48111647 -12.462618   -19.396872
   -4.349606   -19.76547    -11.303545   -16.232563  ]]",[[1.]]
243,"[[-16.68143     18.579035   -10.349495   -56.65276    -32.12652
  -54.095314   -36.474957   -49.825443    11.954669   -52.139507
   18.184914   -11.073631    22.74855     -2.191596   -52.55334
   15.143724    31.201082   -57.36358     -8.094699   -22.734638
    0.8150207   -6.207944   -39.045853   -44.876442   -28.54961
   24.881685   -12.848041    19.26672     -0.17272124  40.50196
   -0.518372   -50.993954    16.621145   -50.39695     17.724106
  -36.00862    -56.359188    12.557442   -34.9901      -8.90414
  -53.91105     -8.542735   -55.236473   -53.45665    -55.342793
  -21.907148   -42.93307    -48.142654   -52.154778    -3.080818
  -27.26598    -51.51584      4.269755    -9.0775175  -31.160257
  -10.464794    -5.3149834   -0.92221177 -44.7978     -59.78474
   -9.240104   -56.40883    -23.426094   -53.335438  ]]",[[0.08990144]]
244,"[[ -9.551395   -15.877675    -2.9625366  -20.66219    -14.271131
  -20.213808   -15.65674    -23.908617    -8.988211   -19.857548
  -11.643962   -10.958699   -10.89211     -6.3917875  -18.21368
  -11.937372    36.974583   -19.472036    -9.097882   -14.01869
   -7.339393    -4.6525707   -8.621542   -17.34542    -11.149435
   -6.066275    -3.0158122  -12.68858     -6.386522    44.101562
  -12.52975    -19.816286    -5.20277    -19.515076    -9.723751
  -18.445522   -19.987082   -19.893118   -12.663604    -5.587633
  -20.47973     29.255884   -21.604858   -16.530672   -20.89325
  -11.534272   -15.475816   -12.452035   -20.127663    -7.691962
   -9.136904   -19.091955    -4.417794   -18.92577    -12.880177
  -11.584512    -4.050775    -0.52864015 -14.338324   -22.363045
   -4.8514147  -22.718784   -12.9222975  -18.61957   ]]",[[1.]]
245,"[[-16.534496    18.276262   -10.240691   -56.056595   -31.805103
  -53.532578   -36.098812   -49.342583    11.762114   -51.59699
   17.904654   -11.003233    22.411358    -2.2088797  -52.000202
   14.899285    30.987867   -56.751358    -8.050925   -22.531834
    0.757013    -6.163481   -38.60645    -44.41283    -28.258923
   24.533247   -12.709067    18.96769     -0.21561177  40.20673
   -0.5679763  -50.467976    16.366371   -49.874092    17.455578
  -35.65943    -55.760326    12.314084   -34.630615    -8.827574
  -53.349667    -8.289797   -54.663414   -52.885742   -54.763577
  -21.703434   -42.489613   -47.60235    -51.61799     -3.0951295
  -26.974415   -50.977947     4.173634    -9.070218   -30.847063
  -10.404921    -5.2785983   -0.91647756 -44.310364   -59.15624
   -9.159379   -55.826492   -23.210245   -52.775032  ]]",[[0.10455272]]
246,"[[ -9.308941  -15.568657   -2.8876443 -20.133305  -13.91161   -19.696148
  -15.266672  -23.242796   -8.8309145 -19.358902  -11.399953  -10.69513
  -10.696552   -6.23837   -17.74112   -11.702976   36.107166  -18.968443
   -8.874547  -13.672483   -7.1810236  -4.5232306  -8.353375  -16.897661
  -10.870628   -5.952864   -2.949155  -12.437169   -6.2497745  43.07281
  -12.263353  -19.318226   -5.092103  -19.01667    -9.527502  -17.979668
  -19.480957  -19.468798  -12.341799   -5.4583206 -19.957092   28.600176
  -21.05078   -16.090387  -20.349861  -11.252454  -15.04728   -12.123792
  -19.604885   -7.528385   -8.894677  -18.597649   -4.3045397 -18.434805
  -12.562302  -11.295963   -3.9404943  -0.5152615 -13.964897  -21.789469
   -4.7255983 -22.140938  -12.602986  -18.138397 ]]",[[1.]]
247,"[[-11.669472  -20.311802   -3.6523468 -25.4359    -17.632954  -24.852901
  -19.355371  -29.250645  -11.629595  -24.391796  -14.964525  -13.455883
  -13.879215   -7.7972236 -22.351444  -15.234903   46.108692  -23.959265
  -11.026556  -17.15239    -8.952026   -5.5623813 -10.454911  -21.311596
  -13.619341   -7.4089603  -3.6852298 -16.245968   -7.846883   55.012676
  -15.986356  -24.326576   -5.9307246 -23.99019   -12.452236  -22.77142
  -24.5641    -25.581007  -15.491626   -6.961603  -25.212439   36.33538
  -26.578403  -20.08743   -25.707329  -14.185433  -18.755316  -15.218518
  -24.6387     -9.437212  -11.247208  -23.422342   -4.895179  -23.16894
  -15.77042   -14.14219    -4.6390367  -0.6065677 -17.553751  -27.678518
   -5.6298914 -27.999338  -15.842425  -22.842478 ]]",[[1.]]
248,"[[ -9.000294   -15.642137    -2.7912588  -19.668957   -13.560495
  -19.197283   -15.022222   -22.602083    -8.830019   -18.89565
  -11.440053   -10.35821    -10.692681    -6.0175138  -17.281286
  -11.744907    35.770786   -18.517496    -8.563384   -13.351693
   -6.971319    -4.342683    -8.161924   -16.449205   -10.541633
   -5.801851    -2.8310006  -12.481297    -6.007674    42.64908
  -12.274992   -18.846115    -4.7593083  -18.527445    -9.556797
  -17.676315   -19.034132   -19.516949   -11.9341135   -5.3015447
  -19.459843    28.284266   -20.554436   -15.61024    -19.875126
  -10.919677   -14.562968   -11.874218   -19.095686    -7.312122
   -8.660542   -18.114355    -3.97278    -17.973692   -12.205803
  -10.942305    -3.7208931   -0.48704094 -13.670276   -21.325018
   -4.4862485  -21.639074   -12.264837   -17.657171  ]]",[[1.]]
249,"[[-10.3716345  -18.223715    -3.232182   -22.691963   -15.684331
  -22.150158   -17.33428    -26.146214   -10.316232   -21.769817
  -13.380354   -11.941552   -12.443677    -6.932637   -19.93986
  -13.681189    41.40437    -21.381985    -9.808199   -15.364077
   -7.993155    -4.963146    -9.41199    -18.989265   -12.127306
   -6.632859    -3.2532592  -14.565707    -6.930768    49.375694
  -14.315841   -21.718971    -5.3006253  -21.380058   -11.1531725
  -20.407341   -21.943449   -22.861078   -13.751177    -6.1487937
  -22.475136    32.66183    -23.735464   -17.947636   -22.942312
  -12.604333   -16.74362    -13.651483   -21.999708    -8.408743
  -10.020131   -20.89464     -4.3917384  -20.731018   -14.058153
  -12.592158    -4.1676607   -0.54197526 -15.741846   -24.680325
   -5.0460553  -24.995483   -14.117643   -20.361174  ]]",[[1.]]
250,"[[ -9.474549   -15.591087    -2.945235   -20.344831   -14.0986
  -19.950836   -15.357053   -23.581808    -8.904085   -19.575333
  -11.423432   -10.880908   -10.763878    -6.3735986  -17.963764
  -11.725175    36.30129    -19.17259     -9.034027   -13.843846
   -7.3145638   -4.6124125   -8.43682    -17.123783   -11.037664
   -6.057216    -3.0121632  -12.48526     -6.393809    43.32205
  -12.295661   -19.546883    -5.286514   -19.24965     -9.550991
  -18.116255   -19.680967   -19.540882   -12.557772    -5.5481696
  -20.195547    28.787317   -21.2903     -16.320366   -20.58433
  -11.430593   -15.276491   -12.217638   -19.85686     -7.6609097
   -9.014628   -18.828814    -4.4892135  -18.658562   -12.72958
  -11.48572     -4.031916    -0.52931005 -14.076021   -22.013529
   -4.824926   -22.384285   -12.770622   -18.378536  ]]",[[1.]]
251,"[[ -9.038421   -14.277117    -2.7968764  -19.365139   -13.3774805
  -18.994028   -14.58995    -22.51876     -8.082268   -18.64742
  -10.493401   -10.34502     -9.840567    -6.0489917  -17.126144
  -10.754652    34.066544   -18.26492     -8.661035   -13.166194
   -6.913418    -4.4804745   -8.136667   -16.303333   -10.528048
   -5.690246    -2.8659465  -11.421296    -6.039785    40.635784
  -11.323567   -18.609476    -5.18182    -18.338308    -8.764371
  -17.194841   -18.743975   -17.880995   -12.001354    -5.2381287
  -19.223122    27.032104   -20.251314   -15.646769   -19.597225
  -10.865301   -14.709136   -11.684679   -18.959995    -7.2337008
   -8.592217   -17.95405     -4.4921117  -17.80627    -12.129631
  -10.967553    -4.0104966   -0.52887994 -13.439079   -20.883736
   -4.7536707  -21.273567   -12.171638   -17.52688   ]]",[[1.]]
252,"[[ -32.537453    55.99539    -22.728392  -121.44344    -66.8504
  -115.32818    -76.87568   -101.35348     35.292973  -111.04686
    52.29228    -17.739206    62.734768     0.1905286 -113.09373
    45.18383     48.947784  -124.14261    -11.9910555  -44.1683
     8.174213   -11.1966095  -88.00838    -95.285446   -60.401447
    65.312485   -28.869385    55.653217     5.1571507   66.21531
     7.4372616 -108.198814    45.68082   -107.21493     49.873325
   -73.106606  -121.38158     44.19528    -74.71868    -17.204266
  -114.83648    -42.27376   -117.30296   -116.70403   -118.10081
   -43.811382   -91.43742   -107.08625   -110.604515    -0.8107628
   -59.14227   -110.022575    15.152083    -7.047876   -65.27205
   -15.91212     -9.221983    -1.5712295  -97.63347   -127.5361
   -18.02115   -119.3296     -46.714077  -114.73014  ]]",[[3.8529677e-13]]
253,"[[-22.850063    28.946232   -14.857007   -80.808075   -45.380295
  -76.953514   -51.929035   -69.54133     18.511772   -74.11984
   28.141026   -14.283774    34.855152    -1.867446   -74.8964
   23.625206    41.719795   -82.126945   -10.0655775  -31.318161
    2.66985     -8.080785   -56.46066    -63.757492   -40.414154
   38.147488   -18.525497    29.78877      1.1375774   54.611973
    0.34943593 -72.3769      26.661707   -71.67601     27.324669
  -50.55162    -80.53665     20.209017   -49.579563   -12.305216
  -76.69508    -16.798977   -78.59188    -76.37719    -78.8494
  -30.41255    -60.66118    -69.50649    -73.94379     -2.9956264
  -39.06926    -73.31807      8.221574   -10.011611   -43.96462
  -13.243377    -6.647072    -1.1332896  -64.260376   -85.3299
  -12.337045   -80.16118    -32.459385   -76.0027    ]]",[[0.00146691]]
254,"[[-20.414095    23.96997    -13.016006   -71.10893    -40.113388
  -67.76583    -45.820644   -61.710575    15.403951   -65.29269
   23.508234   -13.1205225   29.375273    -2.0936928  -65.87669
   19.603224    38.389862   -72.146866    -9.357514   -27.98412
    1.7489527   -7.322163   -49.29462    -56.178734   -35.63357
   32.45969    -16.169403    24.871365     0.4813333   49.98873
   -0.48433578 -63.79058     22.505188   -63.133064    22.937662
  -44.874634   -70.811966    16.191969   -43.647408   -10.988835
  -67.548706   -12.53074    -69.23929    -67.01119    -69.4302
  -27.056768   -53.44518    -60.79874    -65.17148     -3.170729
  -34.31008    -64.54162      6.657902    -9.992385   -38.827213
  -12.255812    -6.062086    -1.0378618  -56.40568    -75.132484
  -11.029158   -70.682816   -28.898338   -66.84163   ]]",[[0.02721461]]
255,"[[-18.504566   24.412685  -11.930105  -64.84562   -36.390823  -61.823532
  -41.45178   -56.052666   15.564195  -59.572395   23.39514   -11.558079
   28.73703    -1.5979035 -60.268185   19.802225   32.21883   -65.89176
   -8.271319  -25.159445    2.120531   -6.703289  -45.501987  -51.208714
  -32.53411    30.752954  -14.953252   24.825773    0.800567   42.385906
    1.0887979 -58.175205   20.839321  -57.537926   22.598545  -40.419754
  -64.63776    17.781929  -40.02404    -9.8242235 -61.592434  -14.358849
  -63.003654  -61.62292   -63.259853  -24.489817  -49.0672    -55.89655
  -59.49137    -2.4682813 -31.326729  -58.899403    5.923191   -8.046783
  -35.417027  -10.781312   -5.7039776  -1.000081  -51.625317  -68.33349
  -10.265799  -64.26692   -26.146303  -61.14368  ]]",[[0.00072612]]
256,"[[ -27.422104     45.911224    -19.018698   -101.518135    -56.000717
   -96.44791     -64.32549     -84.979744     28.943447    -92.881905
    42.984673    -15.180254     51.68714      -0.17543152  -94.552795
    37.04466      41.8144     -103.698555    -10.328979    -37.175514
     6.4270496    -9.493776    -73.31395     -79.70128     -50.56519
    53.94808     -24.095663     45.73195       3.9333673    56.379322
     5.7423005   -90.54016      37.638344    -89.64179      41.0263
   -61.375694   -101.42597      36.04273     -62.507378    -14.5171795
   -96.0252      -34.133762    -98.093445    -97.457794    -98.72933
   -36.826584    -76.452       -89.29547     -92.52197      -1.0913244
   -49.365536    -91.98014      12.334489     -6.484061    -54.691444
   -13.647391     -7.8178167    -1.3512434   -81.50504    -106.65586
   -15.19047     -99.81345     -39.252243    -95.90936   ]]",[[1.5107582e-10]]
257,"[[ -27.520586     46.17064     -19.095451   -101.932       -56.220097
   -96.837494    -64.58041     -85.305916     29.106157    -93.2593
    43.218147    -15.219052     51.95877      -0.15541184  -94.941284
    37.252457     41.90714    -104.123955    -10.352982    -37.309097
     6.479549     -9.52584     -73.63123     -80.02236     -50.766556
    54.216072    -24.198105     45.98233       3.9724324    56.518776
     5.806687    -90.90661      37.823334    -90.00282      41.24417
   -61.6083     -101.84171      36.272247    -62.761406    -14.565509
   -96.41376     -34.36798     -98.48706     -97.864845    -99.127846
   -36.96415     -76.76427     -89.678764    -92.8945       -1.072731
   -49.56758     -92.35277      12.401116     -6.4644003   -54.907665
   -13.679878     -7.8462114    -1.3562343   -81.84574    -107.08574
   -15.2498665  -100.212585    -39.399124    -96.30272   ]]",[[1.2335412e-10]]
258,"[[-18.410152   24.192753  -11.854886  -64.464066  -36.18593   -61.461273
  -41.21321   -55.748276   15.42854   -59.22656    23.194998  -11.518661
   28.502422   -1.610684  -59.91262    19.626043   32.11344   -65.49696
   -8.248346  -25.032564    2.0777962  -6.672855  -45.21272   -50.910275
  -32.344543   30.51641   -14.858232   24.611609    0.7702846  42.233494
    1.041979  -57.839764   20.666143  -57.20219    22.409132  -40.20104
  -64.25498    17.599865  -39.789      -9.773343  -61.233807  -14.158232
  -62.63635   -61.25055   -62.889008  -24.360758  -48.780594  -55.552914
  -59.145313   -2.4807534 -31.137716  -58.553978    5.8583384  -8.058443
  -35.2159    -10.749604   -5.6816444  -0.9959801 -51.3158    -67.93339
  -10.213992  -63.895836  -26.00901   -60.7815   ]]",[[0.00084486]]
259,"[[-20.484465    24.06119    -13.065509   -71.37583    -40.262215
  -68.01902    -45.994286   -61.933727    15.462674   -65.53564
   23.59987    -13.161792    29.490875    -2.0945737  -66.12149
   19.678644    38.532135   -72.420364    -9.383684   -28.082726
    1.762224    -7.342835   -49.48008    -56.38816    -35.76551
   32.5932     -16.229166    24.966833     0.49007168  50.175247
   -0.48840266 -64.02657     22.609749   -63.369583    23.027967
  -45.03991    -71.07788     16.248777   -43.807796   -11.02853
  -67.80092    -12.592109   -69.49931    -67.26042    -69.69145
  -27.153141   -53.639      -61.029694   -65.41286     -3.175517
  -34.44163    -64.78329      6.6994805  -10.015848   -38.9691
  -12.292474    -6.075944    -1.0401465  -56.61875    -75.41712
  -11.062456   -70.94752    -28.999916   -67.09064   ]]",[[0.02693132]]
260,"[[-22.690786    28.663187   -14.738419   -80.20061    -45.04652
  -76.377      -51.543697   -69.03647     18.335667   -73.571686
   27.876455   -14.199635    34.536137    -1.868768   -74.33435
   23.396435    41.483295   -81.50419    -10.011688   -31.101658
    2.6223052   -8.02796    -56.014183   -63.27913    -40.10995
   37.81283    -18.37907     29.505373     1.1066242   54.29155
    0.31270108 -71.84029     26.412579   -71.140816    27.07306
  -50.186195   -79.932594    19.995852   -49.209236   -12.2161875
  -76.12337    -16.565573   -78.00184    -75.79845    -78.2581
  -30.194284   -60.204346   -68.97826    -73.39153     -2.9956954
  -38.77197    -72.76697      8.1307745   -9.98953    -43.641922
  -13.172599    -6.608048    -1.1252213  -63.778088   -84.68927
  -12.253495   -79.564186   -32.2276     -75.43086   ]]",[[0.00168987]]
261,"[[ -32.62856      56.185787    -22.794216   -121.81296     -67.050446
  -115.67699     -77.10787    -101.65803      35.415115   -111.38397
    52.467144    -17.78355      62.943783      0.20181608 -113.43783
    45.33774      49.08027    -124.521675    -12.020187    -44.29618
     8.21077     -11.226287    -88.2833      -95.573364    -60.580826
    65.52732     -28.955557     55.839893      5.1836643    66.39865
     7.470663   -108.526344     45.831577   -107.539665     50.03991
   -73.322914   -121.75247      44.350605    -74.94261     -17.250443
  -115.18557     -42.42444    -117.65856    -117.06103    -118.46001
   -43.938034    -91.71565    -107.42132    -110.93867      -0.80075353
   -59.323254   -110.35643      15.205453     -7.057815    -65.46608
   -15.952184     -9.247831     -1.575299    -97.936264   -127.92365
   -18.072851   -119.69125     -46.850327   -115.07827   ]]",[[3.4307783e-13]]
262,"[[-11.800706  -20.371376   -3.696452  -25.704866  -17.811678  -25.121975
  -19.530966  -29.648438  -11.63462   -24.64124   -15.022814  -13.592805
  -13.91702    -7.883566  -22.601963  -15.285666   46.46362   -24.21747
  -11.149323  -17.340998   -9.02916    -5.648251  -10.626259  -21.547827
  -13.767033   -7.455483   -3.7197804 -16.297352   -7.9207096  55.43518
  -16.05741   -24.580463   -6.0329766 -24.245983  -12.500646  -22.994823
  -24.816412  -25.687988  -15.671118   -7.027256  -25.484589   36.60946
  -26.862043  -20.339928  -25.9873    -14.331669  -19.020805  -15.387951
  -24.920387   -9.514193  -11.376645  -23.68523    -5.0130997 -23.441225
  -15.934079  -14.298429   -4.7223496  -0.6183145 -17.750809  -27.962196
   -5.72033   -28.291399  -16.007345  -23.097733 ]]",[[1.]]
